strategy,symbol,timeframe,total_return,annual_return,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,total_trades,profit_factor,final_value
grid_ranging_only,SOLUSDT,4h,-39.71309934984996,-22.355360358779418,-1.0319496657751142,-53.76031223388485,-0.415833901066686,51.85185185185185,81.0,0.637254752252129,90.43035097522505
grid_stopout,SOLUSDT,4h,-43.902663592395776,-25.101844877457612,-0.36206428534404267,-68.85213118054546,-0.3645761495985512,61.33333333333333,150.0,0.7924569572494959,84.14600461140641
grid_trend_bias,SOLUSDT,4h,-10.218210502364286,-5.246747022787812,0.11201009491430833,-69.72566007270329,-0.07524843819788875,66.17647058823529,68.0,0.9119930114674549,134.6726842464535
heikin_ashi_trend,SOLUSDT,4h,-19.538596082072292,-10.299719109733152,0.03922282143015119,-48.63459686523587,-0.2117776186831193,34.96332518337408,409.0,0.9476998621972235,120.69210587689145
ichimoku_cloud,SOLUSDT,4h,12.893629459940408,6.251413854094401,0.418728980425585,-45.230204441834765,0.1382132566332661,25.34246575342466,146.0,1.0315056156770346,169.3404441899103
kelly_sizer,SOLUSDT,4h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
long_horizon_eth,SOLUSDT,1d,-67.04129453254679,-42.5903270628954,-0.5209255034334942,-78.97290018717594,-0.5393030642404019,40.0,10.0,0.15577215398256308,49.43805820117988
long_horizon_sol,SOLUSDT,1d,-69.68940106559614,-44.94493762204619,-0.6299285382085524,-81.98922944869024,-0.5481809979708765,23.52941176470588,17.0,0.27726040967419796,45.46589840160584
macd_trend,SOLUSDT,4h,-32.69126093326255,-17.958096641571352,-0.18229388651777786,-48.42264312602056,-0.3708615532372979,32.758620689655174,174.0,0.8810835022466246,100.96310860010618
mean_reversion_bb,SOLUSDT,1h,-38.102929751781346,-21.325308867324644,-0.5692937146276634,-51.230269510958195,-0.4162638430540199,48.178137651821864,247.0,0.8322958145511361,92.84560537232794
momentum_ranking,SOLUSDT,1d,14.32621158090499,6.923435962797697,0.4067444474154103,-50.18078201864444,0.1379698698243747,47.05882352941176,17.0,1.0921805899193229,171.48931737135757
momentum_roc,SOLUSDT,4h,-70.8522829826282,-46.011374329983354,-0.6168993467654282,-81.55152250008841,-0.5642000654240817,37.05882352941177,170.0,0.8080309485380714,43.72157552605764
mr_kalman,SOLUSDT,1h,-40.76609686044884,-23.036435153021174,-0.2724122874296212,-65.81333387018373,-0.35002686839205494,65.47884187082406,449.0,0.9085015764122366,88.85085470932694
mrbb_atr_stop,SOLUSDT,1h,-5.8991704042531605,-2.9944178947691524,-0.5410233619263363,-8.586403534575837,-0.34873947895777235,33.33333333333333,6.0,0.2048012795954445,141.15124439362026
mrbb_dual,SOLUSDT,1h,-75.20230896224156,-50.20271991588452,-0.7197995659192671,-77.96888989202364,-0.6438814248273701,62.42424242424243,660.0,0.8407163210789019,37.19653655663758
mrbb_middle_exit,SOLUSDT,1h,-4.608627292595618,-2.331492943014435,0.108337702325079,-34.776596395884866,-0.06704201056577008,61.038961038961034,308.0,0.9820153454486462,143.08705906110697
mrbb_partial_tp,SOLUSDT,1h,-67.30409998463543,-42.81967120122117,-0.17897456881417081,-75.6183799627674,-0.5662600973771786,62.724935732647815,389.0,0.8745296177875057,49.04385002304684
mrbb_regime,SOLUSDT,1h,29.394196606437845,13.751569926062057,0.8043600298161333,-16.026970954356823,0.8580267578462034,66.66666666666666,48.0,1.5885644472189016,194.0912949096568
mrbb_rsi_div,SOLUSDT,1h,-14.313553068438049,-7.433025904720236,-0.11957729913301772,-37.70516625279393,-0.19713547620730762,63.888888888888886,72.0,0.8516383812966775,128.52967039734298
mrbb_vwap,SOLUSDT,1h,-75.24158914678804,-50.24217563718049,-1.0794454040670913,-79.70715193038471,-0.6303345988458026,60.71428571428571,280.0,0.683241044145292,37.1376162798181
mrbb_zscore,SOLUSDT,1h,-80.67204389521773,-56.036428597323585,-1.0755726681833946,-85.80002794763271,-0.6531050156711478,61.23287671232877,730.0,0.8392427691370816,28.991934157173517
