strategy,symbol,params,return_pct,sharpe,max_dd,trades,win_rate
trend_strength_sizing,ETHUSDT,"{'entry_period': 20, 'exit_period': 10, 'adx_period': 14, 'adx_min': 30, 'adx_strong': 40, 'leverage': 2}",22.801563092100924,0.3544851633737259,59.78707165970746,71,38.028169014084504
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 5, 'adx_period': 14, 'adx_min': 20, 'adx_strong': 35, 'leverage': 2}",92.23012915045392,0.707915627186129,34.917120131065296,131,40.458015267175576
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 5, 'adx_period': 14, 'adx_min': 20, 'adx_strong': 40, 'leverage': 2}",92.23012915045392,0.707915627186129,34.917120131065296,131,40.458015267175576
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 5, 'adx_period': 14, 'adx_min': 25, 'adx_strong': 35, 'leverage': 2}",38.93222352424266,0.45840577402300564,37.640843813978364,102,38.23529411764706
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 5, 'adx_period': 14, 'adx_min': 25, 'adx_strong': 40, 'leverage': 2}",38.93222352424266,0.45840577402300564,37.640843813978364,102,38.23529411764706
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 5, 'adx_period': 14, 'adx_min': 30, 'adx_strong': 35, 'leverage': 2}",35.83370066042853,0.4586384771261489,44.46212516432008,70,50.0
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 5, 'adx_period': 14, 'adx_min': 30, 'adx_strong': 40, 'leverage': 2}",35.83370066042853,0.4586384771261489,44.46212516432008,70,50.0
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 10, 'adx_period': 14, 'adx_min': 20, 'adx_strong': 35, 'leverage': 2}",103.16422240403034,0.7062491136622568,33.66435055072847,108,43.51851851851852
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 10, 'adx_period': 14, 'adx_min': 20, 'adx_strong': 40, 'leverage': 2}",103.16422240403034,0.7062491136622568,33.66435055072847,108,43.51851851851852
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 10, 'adx_period': 14, 'adx_min': 25, 'adx_strong': 35, 'leverage': 2}",73.58394585959435,0.6131368093548054,40.56898611095045,85,45.88235294117647
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 10, 'adx_period': 14, 'adx_min': 25, 'adx_strong': 40, 'leverage': 2}",73.58394585959435,0.6131368093548054,40.56898611095045,85,45.88235294117647
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 10, 'adx_period': 14, 'adx_min': 30, 'adx_strong': 35, 'leverage': 2}",63.322346812224716,0.5910985905271574,51.51802077384101,59,44.06779661016949
trend_strength_sizing,ETHUSDT,"{'entry_period': 30, 'exit_period': 10, 'adx_period': 14, 'adx_min': 30, 'adx_strong': 40, 'leverage': 2}",63.322346812224716,0.5910985905271574,51.51802077384101,59,44.06779661016949
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 7, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",36.92445551189028,0.4695715964852237,35.937974150985056,163,37.03703703703704
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 7, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",54.024537607599974,0.6115202073621279,34.76991839904524,121,39.66942148760331
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 7, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",47.83784900419755,0.6121852868787034,38.13172789652262,85,38.82352941176471
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 7, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",33.16756170597832,0.4645879861322638,45.918454216507904,102,37.254901960784316
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 7, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",28.533017684460788,0.4337486455566414,49.04645531017012,82,39.02439024390244
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 7, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",56.567144101085795,0.7321067824104116,38.580409046484164,59,44.06779661016949
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 10, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",34.59523438569113,0.45119577313323017,36.45367500471987,167,37.34939759036144
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 10, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",46.47709827325339,0.5547966111459665,41.31040861689944,126,39.682539682539684
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 10, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",47.71604862044253,0.6101410185244728,41.73842416742561,89,39.325842696629216
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 10, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",25.322235712993095,0.39093748343725415,46.76628075916244,111,36.93693693693694
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 10, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",28.825774585069553,0.4321447064403733,50.01012313640977,91,38.46153846153847
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 10, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",50.02739863926522,0.6655542930634853,39.75814556418683,64,42.1875
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 14, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",30.775130659747923,0.42108431748339714,38.2572570854111,167,37.34939759036144
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 14, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",38.93696631472119,0.49549229061964517,44.33154481387252,127,39.37007874015748
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 14, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",52.21900579375137,0.6483731706839487,41.73842416742561,88,39.77272727272727
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 14, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",17.515745388590584,0.31647811611637056,49.62677005961027,118,35.59322033898305
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 14, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",21.021336449506155,0.35493766676427196,52.30301923722458,96,37.5
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 15, 'kc_atr': 14, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",59.8502822798951,0.7444592694710644,40.36609752057917,68,42.64705882352941
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 7, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",15.083282596291223,0.2925878244054762,51.44017624633403,163,32.71604938271605
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 7, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",46.45551927038109,0.5377486231535173,47.79408132094238,116,37.06896551724138
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 7, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",54.311705176295845,0.6402049754960493,46.47964128075663,81,35.80246913580247
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 7, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",46.85358671220924,0.5431104654826647,38.50080803128298,115,35.65217391304348
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 7, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",48.890034547462506,0.5710995211134372,43.233581794737134,92,36.95652173913043
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 7, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",62.11336589007851,0.7146883054790683,37.495471645924546,68,36.76470588235294
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 10, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",22.854079234709616,0.35522213712277806,48.75171125747607,162,33.54037267080746
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 10, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",52.80234265043195,0.5804720124589353,46.152079264736955,117,37.60683760683761
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 10, 'kc_mult': 1.5, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",59.713040709167466,0.6805219235481473,45.23722468787518,81,37.03703703703704
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 10, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 20, 'leverage': 2}",32.080430317416244,0.4319655489516874,43.57094985456155,123,36.58536585365854
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 10, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 25, 'leverage': 2}",41.1421281703854,0.5105986536681162,48.78002387906627,96,38.54166666666667
dual_channel_breakout,BTCUSDT,"{'dc_period': 15, 'kc_ema': 20, 'kc_atr': 10, 'kc_mult': 2.0, 'adx_period': 14, 'adx_threshold': 30, 'leverage': 2}",79.621941880786,0.8398967024348559,35.25978953825265,67,41.7910447761194
