strategy,symbol,timeframe,entry_period,exit_period,adx_threshold,atr_stop_mult,leverage,total_return,annualized_return,sharpe_ratio,sortino_ratio,max_drawdown,max_dd_duration_bars,calmar_ratio,total_trades,win_rate,avg_trade_pnl,avg_win,avg_loss,best_trade,worst_trade,profit_factor,payoff_ratio,net_profit,total_fees,volatility_ann,initial_capital,final_value,total_pnl,annual_return,maker_fee,taker_fee,slippage_bps,bb_period,bb_std,rsi_oversold,rsi_overbought,grid_count,ema_period
grid_futures,BTCUSDT,4h,,,,,1,-17.26823704565293,-7.934180112398326,0.05377024859615455,0.06073317235230599,-48.31091173378257,2900.0,-0.1642316368633167,97.0,64.94845360824742,-17.802306232631857,391.95615322073667,-777.0606281609323,785.777228366046,-3180.0202481767747,0.9346396784927626,0.5044087153770465,-1726.8237045652902,0.0,46.41414591400919,10000.0,8273.176295434701,-1726.8237045652986,-7.934180112398326,0.02,0.04,2.0,,,,,15.0,200.0
grid_futures,BTCUSDT,4h,,,,,3,-17.26823704565293,-7.934180112398326,0.05377024859615455,0.06073317235230599,-48.31091173378257,2900.0,-0.1642316368633167,97.0,64.94845360824742,-17.802306232631857,391.95615322073667,-777.0606281609323,785.777228366046,-3180.0202481767747,0.9346396784927626,0.5044087153770465,-1726.8237045652902,0.0,46.41414591400919,10000.0,8273.176295434701,-1726.8237045652986,-7.934180112398326,0.02,0.04,2.0,,,,,10.0,200.0
grid_futures,BTCUSDT,4h,,,,,1,-17.26823704565293,-7.934180112398326,0.05377024859615455,0.06073317235230599,-48.31091173378257,2900.0,-0.1642316368633167,97.0,64.94845360824742,-17.802306232631857,391.95615322073667,-777.0606281609323,785.777228366046,-3180.0202481767747,0.9346396784927626,0.5044087153770465,-1726.8237045652902,0.0,46.41414591400919,10000.0,8273.176295434701,-1726.8237045652986,-7.934180112398326,0.02,0.04,2.0,,,,,10.0,200.0
grid_futures,BTCUSDT,4h,,,,,2,-17.26823704565293,-7.934180112398326,0.05377024859615455,0.06073317235230599,-48.31091173378257,2900.0,-0.1642316368633167,97.0,64.94845360824742,-17.802306232631857,391.95615322073667,-777.0606281609323,785.777228366046,-3180.0202481767747,0.9346396784927626,0.5044087153770465,-1726.8237045652902,0.0,46.41414591400919,10000.0,8273.176295434701,-1726.8237045652986,-7.934180112398326,0.02,0.04,2.0,,,,,10.0,200.0
grid_futures,BTCUSDT,4h,,,,,2,-17.26823704565293,-7.934180112398326,0.05377024859615455,0.06073317235230599,-48.31091173378257,2900.0,-0.1642316368633167,97.0,64.94845360824742,-17.802306232631857,391.95615322073667,-777.0606281609323,785.777228366046,-3180.0202481767747,0.9346396784927626,0.5044087153770465,-1726.8237045652902,0.0,46.41414591400919,10000.0,8273.176295434701,-1726.8237045652986,-7.934180112398326,0.02,0.04,2.0,,,,,30.0,200.0
grid_futures,BTCUSDT,4h,,,,,1,-17.26823704565293,-7.934180112398326,0.05377024859615455,0.06073317235230599,-48.31091173378257,2900.0,-0.1642316368633167,97.0,64.94845360824742,-17.802306232631857,391.95615322073667,-777.0606281609323,785.777228366046,-3180.0202481767747,0.9346396784927626,0.5044087153770465,-1726.8237045652902,0.0,46.41414591400919,10000.0,8273.176295434701,-1726.8237045652986,-7.934180112398326,0.02,0.04,2.0,,,,,20.0,200.0
grid_futures,BTCUSDT,4h,,,,,1,-17.26823704565293,-7.934180112398326,0.05377024859615455,0.06073317235230599,-48.31091173378257,2900.0,-0.1642316368633167,97.0,64.94845360824742,-17.802306232631857,391.95615322073667,-777.0606281609323,785.777228366046,-3180.0202481767747,0.9346396784927626,0.5044087153770465,-1726.8237045652902,0.0,46.41414591400919,10000.0,8273.176295434701,-1726.8237045652986,-7.934180112398326,0.02,0.04,2.0,,,,,30.0,200.0
grid_futures,BTCUSDT,4h,,,,,3,-17.26823704565293,-7.934180112398326,0.05377024859615455,0.06073317235230599,-48.31091173378257,2900.0,-0.1642316368633167,97.0,64.94845360824742,-17.802306232631857,391.95615322073667,-777.0606281609323,785.777228366046,-3180.0202481767747,0.9346396784927626,0.5044087153770465,-1726.8237045652902,0.0,46.41414591400919,10000.0,8273.176295434701,-1726.8237045652986,-7.934180112398326,0.02,0.04,2.0,,,,,30.0,200.0
grid_futures,BTCUSDT,4h,,,,,2,-17.26823704565293,-7.934180112398326,0.05377024859615455,0.06073317235230599,-48.31091173378257,2900.0,-0.1642316368633167,97.0,64.94845360824742,-17.802306232631857,391.95615322073667,-777.0606281609323,785.777228366046,-3180.0202481767747,0.9346396784927626,0.5044087153770465,-1726.8237045652902,0.0,46.41414591400919,10000.0,8273.176295434701,-1726.8237045652986,-7.934180112398326,0.02,0.04,2.0,,,,,15.0,200.0
grid_futures,BTCUSDT,4h,,,,,3,-17.26823704565293,-7.934180112398326,0.05377024859615455,0.06073317235230599,-48.31091173378257,2900.0,-0.1642316368633167,97.0,64.94845360824742,-17.802306232631857,391.95615322073667,-777.0606281609323,785.777228366046,-3180.0202481767747,0.9346396784927626,0.5044087153770465,-1726.8237045652902,0.0,46.41414591400919,10000.0,8273.176295434701,-1726.8237045652986,-7.934180112398326,0.02,0.04,2.0,,,,,15.0,200.0
